,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,Mean over,idx_corrected,idx_main,outputwImg,predictionwImg,gold_referencewImg,tagwImg,outputwoImg,predictionwoImg,gold_referencewoImg,tagwoImg
0,46.190773,46.535454,47.646214,49.829876,52.971107,57.52304,62.41087,68.67154,75.14879,80.35417,84.4167,86.12725,93.569176,95.169655,90.43799,99.57566,98.90818,97.604675,100.06253,98.75427,101.75759,99.0382,99.63817,102.14743,106.2111,108.39614,112.4976,114.28728,119.22245,120.92227,122.487816,123.19933,86.01951,All tokens,81,89,"USER: 
 QUESTION: What is the color of the umbrella?
0 red
1 blue
2 black
3 white
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 1",1,1,direct_attributes,"USER: 
 QUESTION: What is the color of the umbrella?
0 red
1 blue
2 black
3 white
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,1,direct_attributes
1,64.7718,65.24542,66.51908,69.05579,73.51519,80.488976,89.30508,99.86624,107.18422,116.34515,121.20819,123.071335,133.3198,137.11366,128.55153,146.94719,145.6409,147.23552,154.08284,155.38005,160.18459,156.45131,164.33041,167.16812,172.792,177.9318,189.36694,197.68625,207.84377,213.08507,220.48018,223.13605,143.32642,All tokens,14,16,"USER: 
 QUESTION: What is the color of the bicycle?
0 blue
1 white
2 silver
3 red
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 2",2,3,direct_attributes,"USER: 
 QUESTION: What is the color of the bicycle?
0 blue
1 white
2 silver
3 red
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,3,direct_attributes
2,49.428135,49.75215,51.12048,53.387074,56.72157,61.673645,68.287964,74.13938,81.08259,89.9683,95.632614,97.401505,105.23537,109.22198,102.944214,118.08838,117.2315,118.02241,123.66708,123.89881,127.26505,122.90379,125.44246,126.59608,130.63927,133.87027,140.96802,143.6301,150.94684,153.09941,154.58002,155.83275,115.74903,All tokens,3,4,"USER: 
 QUESTION: What is the pose of the woman with yellow backpack?
0 walking
1 running
2 squatting
3 standing
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 3",3,2,direct_attributes,"USER: 
 QUESTION: What is the pose of the woman with yellow backpack?
0 walking
1 running
2 squatting
3 standing
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,2,direct_attributes
3,70.51948,71.09934,72.40409,75.70449,81.14103,88.629074,97.6693,106.09408,112.01777,119.36956,120.36133,119.943085,127.29886,130.53447,120.96477,139.18326,138.58247,140.09026,148.38968,149.55307,155.52031,152.4052,157.65808,159.65941,166.95923,170.9211,179.55588,186.00229,196.25206,201.26207,206.92235,210.98178,137.8059,All tokens,35,39,"USER: 
 QUESTION: What is the color of the man's cap?
0 white
1 green
2 black
3 red
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 2",2,2,direct_attributes,"USER: 
 QUESTION: What is the color of the man's cap?
0 white
1 green
2 black
3 red
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,2,direct_attributes
4,39.35612,39.647823,40.660797,42.3223,44.829254,48.877155,53.8712,60.595516,67.47825,74.473114,80.23572,83.01594,90.397545,93.78895,90.76134,100.381485,100.43578,98.93305,102.42564,100.599846,103.819756,103.58171,104.61157,107.36992,109.80281,113.05579,118.63415,121.726166,127.46037,129.19347,130.73979,131.41876,91.03558,All tokens,31,34,"USER: 
 QUESTION: What is the color of the flower?
0 pink
1 yellow
2 red
3 white
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 2",2,3,direct_attributes,"USER: 
 QUESTION: What is the color of the flower?
0 pink
1 yellow
2 red
3 white
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,3,direct_attributes
5,36.658035,36.92849,37.88308,39.14279,41.349693,45.5496,51.571495,58.773037,66.40359,73.21636,78.831215,82.03433,90.35015,93.44148,88.27339,100.585075,101.61096,101.84434,105.88999,106.038536,110.020256,108.96458,111.19936,113.75624,118.48654,121.96352,126.917984,129.90887,135.49123,137.34497,140.18256,139.53958,98.91607,All tokens,28,31,"USER: 
 QUESTION: What is the color of the man's cap?
0 yellow
1 red
2 gray
3 green
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 2",2,2,direct_attributes,"USER: 
 QUESTION: What is the color of the man's cap?
0 yellow
1 red
2 gray
3 green
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,2,direct_attributes
6,42.36668,42.70426,43.762314,45.53117,48.48117,53.338512,60.163593,68.135056,76.58464,85.18998,90.952576,94.12044,102.590454,105.7312,100.40728,113.14602,112.5557,113.38042,119.54107,120.19167,123.64314,119.79602,123.65251,127.398705,132.99947,138.15598,145.99141,150.62114,158.30984,160.28033,162.69386,161.72772,108.11264,All tokens,17,20,"USER: 
 QUESTION: What is the color of the SUV car?
0 black
1 red
2 silver
3 blue
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 3",3,2,direct_attributes,"USER: 
 QUESTION: What is the color of the SUV car?
0 black
1 red
2 silver
3 blue
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,2,direct_attributes
7,41.912292,42.21756,43.287853,44.941372,47.626167,52.124424,57.73879,65.03135,72.54319,79.04788,84.2274,87.60412,95.375916,97.53717,93.50079,103.816696,105.29696,104.669106,109.101,107.695984,109.68402,109.03049,112.323975,116.008675,120.218956,123.8483,130.27232,134.17049,140.25937,141.32951,143.87042,145.07164,94.43782,All tokens,13,15,"USER: 
 QUESTION: What is the color of the little girl's shirt?
0 yellow
1 pink
2 white
3 black
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 1",1,1,direct_attributes,"USER: 
 QUESTION: What is the color of the little girl's shirt?
0 yellow
1 pink
2 white
3 black
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,1,direct_attributes
8,60.448044,60.829544,62.00668,64.56702,68.90685,75.00963,82.595856,92.17174,99.09225,108.51374,114.83086,116.53444,126.16754,131.11507,122.94875,139.1463,139.87213,140.19197,142.8065,143.76576,148.4218,142.67087,147.91487,149.57603,155.79753,158.82893,167.95697,172.94675,182.4553,185.32838,188.64029,190.64044,137.77902,All tokens,86,94,"USER: 
 QUESTION: What is the color of the bottle cap?
0 white
1 black
2 red
3 blue
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 2",2,3,direct_attributes,"USER: 
 QUESTION: What is the color of the bottle cap?
0 white
1 black
2 red
3 blue
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,3,direct_attributes
9,40.99788,41.324306,42.53127,44.358246,47.09344,51.70427,58.113277,66.06714,73.91551,83.18363,89.908264,93.72234,102.80631,106.64038,101.23282,113.09559,112.88525,112.09856,118.02771,117.09172,121.58358,119.216255,123.476814,124.90474,127.460434,130.21326,136.839,139.92029,146.70479,148.97414,151.4334,153.58975,110.520454,All tokens,69,77,"USER: 
 QUESTION: What is the color of the soda can?
0 silver
1 red
2 white
3 green
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 0",0,3,direct_attributes,"USER: 
 QUESTION: What is the color of the soda can?
0 silver
1 red
2 white
3 green
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,3,direct_attributes
10,37.742477,38.02529,39.163975,40.718235,43.06092,47.303535,52.97153,59.92335,67.12332,74.26818,79.19313,83.778496,91.29449,94.78678,90.42035,101.05569,101.75952,101.802574,107.170525,107.720276,111.47277,111.60957,115.704384,119.22712,125.25096,129.19617,135.74388,140.22379,147.18996,150.15373,153.72487,154.92308,105.37884,All tokens,11,12,"USER: 
 QUESTION: What is the color of the cart?
0 green
1 white
2 black
3 silver
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 1",1,0,direct_attributes,"USER: 
 QUESTION: What is the color of the cart?
0 green
1 white
2 black
3 silver
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,0,direct_attributes
11,41.57182,41.936226,43.08598,45.005898,48.021465,53.231754,60.579018,68.771126,76.74081,85.29529,91.74301,95.21672,102.71499,105.86408,101.92139,113.34198,114.62182,113.3708,118.80607,117.64292,123.18382,119.77826,122.57278,122.599945,128.33197,131.13338,138.08289,141.30042,147.68068,149.17317,151.4623,152.6511,109.61422,All tokens,75,83,"USER: 
 QUESTION: What is the color of the electric rickshaw?
0 green
1 red
2 black
3 yellow
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT: 3",3,3,direct_attributes,"USER: 
 QUESTION: What is the color of the electric rickshaw?
0 green
1 red
2 black
3 yellow
Answer with the option's letter from the given choices directly.
Only provide answer and nothing else 


Answer:  ASSISTANT:",10000,3,direct_attributes
