,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Mean over,idx_corrected,idx_main,outputwImg,predictionwImg,gold_referencewImg,tagwImg,outputwoImg,predictionwoImg,gold_referencewoImg,tagwoImg
0,74.86366,95.97588,98.84421,101.68119,101.62667,102.76535,103.958115,102.93469,103.38813,104.561554,100.44574,96.836296,99.58051,101.1423,100.83768,107.19541,109.063805,115.717514,121.17877,118.72944,118.574135,123.07175,119.60235,121.35214,131.95496,135.3453,145.90851,145.32698,80.2643,All tokens,28,87,"system
You are a helpful assistant.
user
 QUESTION: According to the table, does Zhejiang have the second most dense population in China in 2020?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,0,table,"system
You are a helpful assistant.
user
 QUESTION: According to the table, does Zhejiang have the second most dense population in China in 2020?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,0,table
1,73.64181,97.30597,101.1987,107.86193,107.86768,108.86144,107.538895,108.489426,112.80808,116.306114,109.1573,107.60717,110.784706,113.79731,115.165504,123.30748,124.676895,133.06392,138.69632,135.51134,133.34834,135.2201,131.1876,134.86554,144.02454,150.18094,156.53265,153.20486,95.35385,All tokens,6,14,"system
You are a helpful assistant.
user
 QUESTION: From 2000-2050, is the population aged between 15 and 29 years in China the most in 2030?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,0,chart,"system
You are a helpful assistant.
user
 QUESTION: From 2000-2050, is the population aged between 15 and 29 years in China the most in 2030?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,0,chart
2,42.024677,50.594646,52.26657,56.67972,46.14761,45.84828,47.659935,51.63565,62.026253,67.42939,73.584526,71.89396,77.57361,78.63997,80.48644,86.725296,88.6954,94.46299,99.46291,99.188354,100.8457,101.222305,100.921326,102.738106,102.51368,102.82579,108.05214,107.45669,80.03457,All tokens,70,208,"system
You are a helpful assistant.
user
 QUESTION: Are two circles in the image the same color? Yes or No
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,1,illusion,"system
You are a helpful assistant.
user
 QUESTION: Are two circles in the image the same color? Yes or No
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,1,illusion
3,28.928226,40.12211,43.588947,48.913467,26.85831,24.993315,26.434423,31.952688,37.8313,42.319622,45.160904,45.09829,49.419865,51.742275,55.631134,62.17283,64.44791,69.48854,74.288536,76.43907,80.90961,84.10491,85.50004,87.478294,90.784676,91.83226,95.283455,91.292145,60.47624,All tokens,62,192,"system
You are a helpful assistant.
user
 QUESTION: Is the black solid circle on the left larger than the black solid circle on the right?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,0,illusion,"system
You are a helpful assistant.
user
 QUESTION: Is the black solid circle on the left larger than the black solid circle on the right?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,0,illusion
4,37.2691,46.418613,48.126705,51.670467,31.62256,30.613655,33.911976,41.04484,48.99151,54.062508,57.10163,57.9454,63.689636,66.539444,70.04113,77.411835,81.05753,87.06955,92.31362,93.81324,98.62396,100.96099,101.21516,103.120735,106.62233,109.41995,115.2083,112.53327,72.70404,All tokens,57,172,"system
You are a helpful assistant.
user
 QUESTION: Is the top line the same size as the bottom line?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,1,illusion,"system
You are a helpful assistant.
user
 QUESTION: Is the top line the same size as the bottom line?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,1,illusion
5,65.88879,83.62935,85.69796,87.008255,84.63512,85.13106,87.91742,89.12057,90.50334,93.15973,91.91173,88.53398,91.05703,93.29335,91.93803,97.91303,99.117294,103.62429,107.35798,105.30123,103.38182,106.335754,104.270935,107.1645,114.089226,117.552475,124.8802,123.081955,73.924255,All tokens,35,105,"system
You are a helpful assistant.
user
 QUESTION: According to this table, does US have the highest carbon dioxide emissions worldwide in 2010?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,0,table,"system
You are a helpful assistant.
user
 QUESTION: According to this table, does US have the highest carbon dioxide emissions worldwide in 2010?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,0,table
6,73.33397,88.22508,89.74575,90.623184,94.350945,96.170715,95.003075,93.41483,95.12805,98.88042,97.75508,95.41844,101.2942,105.07196,106.05422,115.670074,117.69179,128.5375,135.74388,132.4673,131.21857,134.00711,126.692406,132.59546,146.21063,150.86322,160.86032,161.37175,91.85893,All tokens,26,82,"system
You are a helpful assistant.
user
 QUESTION: According to the table, Did January 2023 have a higher income percentage change than August 2023?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,1,table,"system
You are a helpful assistant.
user
 QUESTION: According to the table, Did January 2023 have a higher income percentage change than August 2023?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,1,table
7,60.549477,88.15086,94.449036,100.28103,96.535645,97.48635,98.63559,101.2013,103.916245,105.6729,102.06724,97.20774,99.8174,101.55075,103.24196,109.11573,108.231064,111.88138,116.32142,112.12074,109.91638,114.75275,111.30053,117.151985,126.13356,126.98101,131.96086,119.93182,52.563793,All tokens,22,76,"system
You are a helpful assistant.
user
 QUESTION: According to the table, did Xiaomi have the largest smartphone market share in Q2 2020, followed by Samsung and Huawei?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,0,table,"system
You are a helpful assistant.
user
 QUESTION: According to the table, did Xiaomi have the largest smartphone market share in Q2 2020, followed by Samsung and Huawei?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,0,table
8,43.93569,55.293888,58.94036,65.94474,65.339386,64.67363,61.278843,61.7855,70.0254,75.68908,80.18125,79.910484,84.44154,84.62907,86.464294,88.82377,85.30729,89.163376,88.51462,85.03438,87.226135,93.36461,98.23927,109.14128,112.526024,114.79374,118.42678,119.69969,70.59188,All tokens,108,309,"system
You are a helpful assistant.
user
 QUESTION: According to the text given in the image, is this sign located in Las Vegas?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,1,ocr,"system
You are a helpful assistant.
user
 QUESTION: According to the text given in the image, is this sign located in Las Vegas?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,1,ocr
9,90.724304,125.90389,142.23653,161.73248,174.13876,180.63663,178.37004,175.64252,177.75948,176.0115,162.44589,156.14656,159.82248,159.5785,157.996,161.08398,155.71664,162.52313,165.86308,157.5111,156.42221,162.4132,158.70622,165.46416,181.84845,181.16159,188.99503,183.27522,98.95923,All tokens,8,22,"system
You are a helpful assistant.
user
 QUESTION: According to the image, in 2019, did Black and White households represent the only racial groups with median incomes surpassing the national average in the United States, while Hispanic and Asian households had median incomes below the average?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
0",0,0,chart,"system
You are a helpful assistant.
user
 QUESTION: According to the image, in 2019, did Black and White households represent the only racial groups with median incomes surpassing the national average in the United States, while Hispanic and Asian households had median incomes below the average?
OPTIONS:
0: 0
1: 1

Answer with the correct option from 0 to 1. Only provide the numeric and nothing else 

Answer: 
assistant
1",1,0,chart
